SCENE_ID,START_TIME,END_TIME,DURATION,NARRATION,VISUAL_TYPE,VISUAL_DESCRIPTION,CAMERA,LENS_PERSPECTIVE,MOVEMENT,LIGHTING,COMPOSITION,ON_SCREEN_TEXT,SOURCE,ASSET_STATUS,TRANSITION,SOUND,PURPOSE,AS_BUILT_SHOTS,AS_BUILT_SOUND,CAMERA_METADATA_STATUS,VISUAL_ARGUMENT_LINK
S082,00:13:10.367,00:13:14.667,4.300000,"“Tối ưu lịch khám” là giảm thời gian trống, giảm thời gian chờ, ưu tiên ca",V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Tạo cấu trúc ghi nhớ cho phần đề xuất. Asset: MG20_value_to_parameter.mp4.,Wide architectural diagram,24 mm,Slow dolly through first gate,"Amber frames, teal path, natural human light",Năm gate thu dần theo phối cảnh,NĂM CÂU HỎI MỞ HỘP ĐEN,assets/v11_graphics/MG20_value_to_parameter.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Five-note motif begins,Tạo cấu trúc ghi nhớ cho phần đề xuất.,V11 plan: assets/v11_graphics/MG20_value_to_parameter.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Tạo cấu trúc ghi nhớ cho phần đề xuất.
S083,00:13:14.667,00:13:30.067,15.400000,"nguy cấp, hay bảo đảm nhóm dễ bị tổn thương không bị loại khỏi dịch vụ? Hai: giá trị nào đã thành tham số và mặc định? Một ngưỡng, trọng số, trường dữ liệu hay quy tắc ngoại lệ có thể là nơi ưu tiên xã hội đi vào cấu trúc kỹ thuật.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Cho thấy tối ưu hóa bắt đầu từ lựa chọn vấn đề. Asset: MG33_parameter_trace.mp4, V9_068.mp4, mixkit_50598_1080.mp4.",Overhead collaborative table,50 mm,Slow clockwise drift,"Window soft, amber card edges","Bốn mục tiêu quanh lịch, tay không che chữ hậu kỳ",1 · AI ĐỊNH NGHĨA VẤN ĐỀ?,assets/v11_graphics/MG33_parameter_trace.mp4 | assets/flow_v9_raw/V9_068.mp4 | assets/v11_real/mixkit/mixkit_50598_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Paper slides, pencil taps",Cho thấy tối ưu hóa bắt đầu từ lựa chọn vấn đề.,V11 plan: assets/v11_graphics/MG33_parameter_trace.mp4 | assets/flow_v9_raw/V9_068.mp4 | assets/v11_real/mixkit/mixkit_50598_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Cho thấy tối ưu hóa bắt đầu từ lựa chọn vấn đề.
S084,00:13:30.067,00:13:45.900,15.833333,"Muốn thấy mã kỹ thuật, hãy tìm chỗ một giá trị như hiệu quả, an toàn hay công bằng được chuyển thành tiêu chuẩn có thể vận hành. Ba: ai chịu tác động nhưng vắng mặt khi thiết kế? Cần nhìn cả người thiếu thiết bị phù hợp, người cần hỗ trợ ngôn ngữ, nhân",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Nối phương pháp quản trị với khái niệm technical code. Asset: V9_005.mp4, V9_018.mp4, MG38_excluded_interest.mp4.",Sectional 3D macro,85 mm,Probe move through four mechanisms,"Amber values, teal exceptions, dark metal",Bốn cơ cấu theo nhịp ngang,2 · GIÁ TRỊ NÀO ĐÃ THÀNH THAM SỐ VÀ MẶC ĐỊNH?,assets/flow_v9_raw/V9_005.mp4 | assets/flow_v9_raw/V9_018.mp4 | assets/v11_graphics/MG38_excluded_interest.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Four precise mechanical ticks,Nối phương pháp quản trị với khái niệm technical code.,V11 plan: assets/flow_v9_raw/V9_005.mp4 | assets/flow_v9_raw/V9_018.mp4 | assets/v11_graphics/MG38_excluded_interest.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Nối phương pháp quản trị với khái niệm technical code.
S085,00:13:45.900,00:14:02.033,16.133333,"viên tiếp nhận và người phải xử lý sai lệch của hệ thống. “Người dùng” không phải một khối đồng nhất; vị trí khác nhau tạo ra nhu cầu và rủi ro khác nhau. Bốn: sự tham gia có quyền gì? Người tham gia cần thông tin dễ hiểu, khả năng phản biện giả định, cơ chế kháng",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Mở rộng bản đồ tác nhân vượt người dùng thành công. Asset: MG40_stakeholder_map.mp4, mixkit_918_1080.mp4, mixkit_8739_1080.mp4.",Medium match-cut series,50 mm,"Same framing, people enter","Natural individualized lighting, palette chung",Ghế trống motif ở center rồi được lấp,3 · AI CHỊU TÁC ĐỘNG NHƯNG VẮNG MẶT?,assets/v11_graphics/MG40_stakeholder_map.mp4 | assets/v11_real/mixkit/mixkit_918_1080.mp4 | assets/v11_real/mixkit/mixkit_8739_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Chair slides, room tones layer",Mở rộng bản đồ tác nhân vượt người dùng thành công.,V11 plan: assets/v11_graphics/MG40_stakeholder_map.mp4 | assets/v11_real/mixkit/mixkit_918_1080.mp4 | assets/v11_real/mixkit/mixkit_8739_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Mở rộng bản đồ tác nhân vượt người dùng thành công.
S086,00:14:02.033,00:14:19.666,17.633333,"nghị quyết định cụ thể, và đại diện ở những mốc còn có thể sửa hệ thống. Nếu họ chỉ được nghe thông báo sau cùng, đó là tiếp nhận thông tin, chưa phải tham gia định hình công nghệ. Năm: phản hồi có đi đến tái thiết kế không? Quản trị không kết thúc ở ngày triển khai.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Biến participation từ hiện diện thành tập hợp quyền có hiệu lực. Asset: MG31_participation_chain.mp4, mixkit_4648_1080.mp4, mixkit_4872_1080.mp4.",Roundtable medium-to-close,50/85 mm,Slow orbit then cut on module change,"Balanced daylight, teal accent",Eye-line triangle; module change visible,4 · SỰ THAM GIA CÓ QUYỀN GÌ?,assets/v11_graphics/MG31_participation_chain.mp4 | assets/v11_real/mixkit/mixkit_4648_1080.mp4 | assets/v11_real/mixkit/mixkit_4872_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Natural discussion murmur without intelligible speech; module click,Biến participation từ hiện diện thành tập hợp quyền có hiệu lực.,V11 plan: assets/v11_graphics/MG31_participation_chain.mp4 | assets/v11_real/mixkit/mixkit_4648_1080.mp4 | assets/v11_real/mixkit/mixkit_4872_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Biến participation từ hiện diện thành tập hợp quyền có hiệu lực.
S087,00:14:19.667,00:14:28.234,8.566667,"Cần theo dõi tác động, xác định trách nhiệm, rồi sửa quy tắc, dữ liệu hoặc giao diện khi bằng chứng cho thấy một lợi ích bị loại trừ.",V11 · ĐỒ HỌA GIẢI THÍCH + MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Khóa quan niệm quản trị xuyên vòng đời. Asset: MG21_traceable_feedback.mp4, V9_029.mp4.",Isometric lifecycle,35 mm,Follow line around loop,"Amber deploy, teal feedback, warm neutral","Vòng đời chiếm 2/3, V1/V2 là nhãn hậu kỳ",5 · PHẢN HỒI CÓ ĐI ĐẾN TÁI THIẾT KẾ?,assets/v11_graphics/MG21_traceable_feedback.mp4 | assets/flow_v9_raw/V9_029.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Deploy click, monitoring pulse, rebuild foley",Khóa quan niệm quản trị xuyên vòng đời.,V11 plan: assets/v11_graphics/MG21_traceable_feedback.mp4 | assets/flow_v9_raw/V9_029.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Khóa quan niệm quản trị xuyên vòng đời.
S088,00:14:28.233,00:14:40.300,12.066667,"Một vòng phản hồi chỉ có ý nghĩa khi người ta biết ai tiếp nhận, tiêu chí xử lý là gì và quyết định sửa đổi được lưu lại ra sao. Từ đó, Nhóm 14 đề xuất năm điều kiện thực hành:",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Đưa khung quản trị vào các hành động có thể kiểm chứng. Asset: MG21_traceable_feedback.mp4, mixkit_4547_1080.mp4.",Three-shot procedural montage,50 mm,Matched lateral motions,"Clean operational light, no corporate gloss",MONITOR→RESPONSIBLE→REDESIGN theo đường ngang,THEO DÕI · TRÁCH NHIỆM · TÁI THIẾT KẾ,assets/v11_graphics/MG21_traceable_feedback.mp4 | assets/v11_real/mixkit/mixkit_4547_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Soft data ticks, pen, module click; theme builds",Đưa khung quản trị vào các hành động có thể kiểm chứng.,V11 plan: assets/v11_graphics/MG21_traceable_feedback.mp4 | assets/v11_real/mixkit/mixkit_4547_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đưa khung quản trị vào các hành động có thể kiểm chứng.
S089,00:14:40.300,00:14:52.333,12.033333,"tham gia đủ sớm; có thông tin; có đại diện; có quyền phản biện; và có dấu vết xử lý. Chuyên môn vẫn thiết yếu, nhưng chuyên gia không độc quyền kinh nghiệm sống của người chịu tác động.",V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Tạo kết tinh trực quan cho đề xuất riêng của nhóm. Asset: MG22_five_conditions.mp4.,Exploded assembly hero,50 mm,Slow assembly then 20-degree orbit,"Teal layers, amber core, high-detail black",Năm lớp xếp dọc; title bên trái,ĐỀ XUẤT NHÓM 14 | SỚM · CÓ THÔNG TIN · CÓ ĐẠI DIỆN · CÓ QUYỀN PHẢN HỒI · CÓ DẤU VẾT XỬ LÝ,assets/v11_graphics/MG22_five_conditions.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Five-note motif completes, satisfying but restrained",Tạo kết tinh trực quan cho đề xuất riêng của nhóm.,V11 plan: assets/v11_graphics/MG22_five_conditions.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Tạo kết tinh trực quan cho đề xuất riêng của nhóm.
S090,00:14:52.333,00:15:12.300,19.966667,"Dân chủ hóa không thay kỹ thuật bằng ý kiến số đông; nó làm cho quá trình kỹ thuật có khả năng nhận biết và sửa những loại trừ mà chính nó tạo ra. Ta chuyển từ hỏi “công nghệ được dùng thế nào” sang hỏi “kiểu thế giới nào đang được thiết kế, và ai được tham gia”.",V11 · ĐỒ HỌA GIẢI THÍCH + FOOTAGE QUAY THẬT,"Chuỗi hình V11 khớp trực tiếp luận điểm: Kết phần vận dụng bằng quan hệ bổ sung giữa các loại tri thức. Asset: MG36_complementary_knowledge.mp4, mixkit_30005_1080.mp4.",Group medium to wide,35 mm,Slow pull-back through open door,Natural daylight meets studio warm,Không hero hóa cá nhân; hệ thống và người đồng khung,CHUYÊN MÔN KỸ THUẬT × KINH NGHIỆM SỐNG,assets/v11_graphics/MG36_complementary_knowledge.mp4 | assets/v11_real/mixkit/mixkit_30005_1080.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động","Room tones merge; theme at fullest under VO; nhịp thở hình/nhạc 4.5s, không kéo chậm giọng",Kết phần vận dụng bằng quan hệ bổ sung giữa các loại tri thức.,V11 plan: assets/v11_graphics/MG36_complementary_knowledge.mp4 | assets/v11_real/mixkit/mixkit_30005_1080.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Kết phần vận dụng bằng quan hệ bổ sung giữa các loại tri thức.
S091,00:15:12.300,00:15:16.967,4.666667,Ta trở lại câu hỏi trung tâm. Công nghệ có thực sự trung lập không?,V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Tạo đối xứng hình ảnh với mở đầu trước khi trả lời. Asset: MG23_central_question.mp4.,Hero locked,50 mm,Very slow push,Obsidian with controlled internal teal,"Hộp ở 1/3 trái, câu hỏi bên phải",CÔNG NGHỆ CÓ THỰC SỰ TRUNG LẬP?,assets/v11_graphics/MG23_central_question.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Theme strips to piano + low drone,Tạo đối xứng hình ảnh với mở đầu trước khi trả lời.,V11 plan: assets/v11_graphics/MG23_central_question.mp4,"VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; impact @ 879.900s, whoosh @ 879.900s","Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Tạo đối xứng hình ảnh với mở đầu trước khi trả lời.
S092,00:15:16.967,00:15:29.434,12.466667,"Theo Feenberg, không thể xem công nghệ là phương tiện trống rỗng: giá trị, lợi ích và quyền lực có thể đi vào cách định nghĩa vấn đề, tiêu chuẩn, thủ tục và cấu trúc thiết kế.",V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Trả lời nửa thứ nhất bằng tổng hợp các cấp đã chứng minh. Asset: MG24_conclusion_layers.mp4.,Macro tunnel,50 mm to 85 mm virtual,One continuous probe,"Amber/teal restrained, high material detail",Bốn lớp full-frame theo nhịp VO,KHÔNG TRUNG TÍNH THEO NGHĨA ‘TRỐNG RỖNG’,assets/v11_graphics/MG24_conclusion_layers.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Four low material tones,Trả lời nửa thứ nhất bằng tổng hợp các cấp đã chứng minh.,V11 plan: assets/v11_graphics/MG24_conclusion_layers.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Trả lời nửa thứ nhất bằng tổng hợp các cấp đã chứng minh.
S093,00:15:29.433,00:15:41.100,11.666667,"Nhưng công nghệ cũng không phải số phận tự trị đã đóng kín. Vì thiết kế có nhiều khả năng phát triển, con người có thể đưa những nhu cầu từng bị gạt ra ngoài vào khung kỹ thuật. Bài học phương pháp luận là:",V11 · ĐỒ HỌA GIẢI THÍCH,"Chuỗi hình V11 khớp trực tiếp luận điểm: Trả lời nửa thứ hai, tránh tất định luận. Asset: MG25_open_paths.mp4.",Wide transformation,35 mm,Slow crane up,"Teal feedback, amber structure, black ground",Con người bao quanh nhưng không đồng nhất thành đám đông,MANG GIÁ TRỊ · NHƯNG CÓ THỂ CẢI BIẾN,assets/v11_graphics/MG25_open_paths.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Theme resolves to open chord,"Trả lời nửa thứ hai, tránh tất định luận.",V11 plan: assets/v11_graphics/MG25_open_paths.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Trả lời nửa thứ hai, tránh tất định luận."
S094,00:15:41.100,00:15:53.533,12.433333,"đừng dừng ở công dụng bề mặt. Hãy lần ngược từ kết quả đến thiết kế; từ thiết kế đến mã kỹ thuật, lợi ích và quyền lực; rồi hỏi cơ chế tham gia nào có thể tạo ra cải biến thật.",V11 · ĐỒ HỌA GIẢI THÍCH,Chuỗi hình V11 khớp trực tiếp luận điểm: Đưa ra phương pháp có thể nhớ và vận dụng. Asset: MG26_methodological_motif.mp4.,Overhead-to-eye-level motion graphic,35 mm,Line retraces then advances,"Amber analysis path, teal intervention","Một đường liên tục, sáu mốc rõ",KẾT QUẢ → THIẾT KẾ → MÃ KỸ THUẬT → LỢI ÍCH/QUYỀN LỰC → THAM GIA → CẢI BIẾN,assets/v11_graphics/MG26_methodological_motif.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Six-note motif synchronized,Đưa ra phương pháp có thể nhớ và vận dụng.,V11 plan: assets/v11_graphics/MG26_methodological_motif.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử",Đưa ra phương pháp có thể nhớ và vận dụng.
S095,00:15:53.533,00:16:05.066,11.533333,Dân chủ hóa không chỉ là mở quyền truy cập. Đó là mở khả năng cùng định hình khung kỹ thuật của đời sống. Nhóm 14 xin trân trọng cảm ơn thầy và các bạn đã theo dõi.,V11 · MINH HỌA FLOW–VEO,"Chuỗi hình V11 khớp trực tiếp luận điểm: Kết bằng hành động và định nghĩa chính xác, có lời cảm ơn. Asset: V9_066.mp4, S099_closing_kiosk_alt_1080p.mp4.",Human medium to symbolic wide,35 mm,"Slow pull-back, no flourish","Late-afternoon warm natural, clean highlights",Mai ra frame; hệ thống mở và cộng đồng ở chiều sâu,DÂN CHỦ HÓA = MỞ KHẢ NĂNG CÙNG ĐỊNH HÌNH KHUNG KỸ THUẬT | XIN TRÂN TRỌNG CẢM ƠN,assets/flow_v9_raw/V9_066.mp4 | assets/flow_v8_namthanguit/S099_closing_kiosk_alt_1080p.mp4,V11_PLAN_LOCKED · MOTION_AND_SEMANTIC_QA_REQUIRED,"Dissolve 0,25 giây có kiểm soát; không loop/reverse hành động",Theme gentle cadence; hospital ambience fades,"Kết bằng hành động và định nghĩa chính xác, có lời cảm ơn.",V11 plan: assets/flow_v9_raw/V9_066.mp4 | assets/flow_v8_namthanguit/S099_closing_kiosk_alt_1080p.mp4,VO ChatGPT + nhạc duck theo waveform; ambience tổng hợp; không cue SFX rời,"Nguồn thật giữ chuyển động gốc; AI là minh họa, không phải bằng chứng lịch sử","Kết bằng hành động và định nghĩa chính xác, có lời cảm ơn."
CREDIT_V11,00:16:05.066,00:16:59.166,54.100000,Không lời — credit điện ảnh và nhạc Oh Yeah.,C — END CREDIT,"Credit V4 bo góc dài 54,1 giây, dùng nhãn MSHV, đủ lớp, giảng viên, thành viên và lời cảm ơn.",Theo artifact credit V4 đã khóa,Theo artifact credit V4 đã khóa,"Montage credit; chuyển động gốc, không lặp",Grade điện ảnh riêng của credit,"Typography bo góc title-safe, đủ thời gian đọc",NHÓM 14 · MSHV · CẢM ƠN THẦY VÀ CÁC BẠN,CREDIT_TPHCM_OH_YEAH_V4.mp4,LOCKED_CREDIT_V4_ARTIFACT · 54.100000 GIÂY,"Crossfade hình và nhạc 0,80 giây từ câu cảm ơn",Audio Oh Yeah tích hợp trong artifact; không lời; không page-turn SFX,"Kết phim bằng credit V4 điện ảnh, không disclosure kỹ thuật.",CREDIT_TPHCM_OH_YEAH_V4.mp4,Audio tích hợp trong credit V4,Theo hồ sơ dựng credit V4 riêng,Ghi nhận giảng viên và Nhóm 14 sau khi luận giải đã khép lại.
